county,precinct,office,district,candidate,party,election_day,absentee,provisional,votes
Clinton,Precinct 1,Ballots Cast,,,,89,11,0,100
Clinton,Precinct 1,Registered Voters,,,,,,,228
Clinton,Precinct 1,U.S. Senate,,Mike Braun,REP,23,2,0,25
Clinton,Precinct 1,U.S. Senate,,Luke Messer,REP,15,2,0,17
Clinton,Precinct 1,U.S. Senate,,Todd Rokita,REP,33,3,0,36
Clinton,Precinct 1,U.S. Senate,,Joe Donnelly,DEM,11,3,0,14
Clinton,Precinct 1,U.S. House,4,Jim Baird,REP,21,1,0,22
Clinton,Precinct 1,U.S. House,4,Steve Braun,REP,19,2,0,21
Clinton,Precinct 1,U.S. House,4,Kevin J. Grant,REP,2,0,0,2
Clinton,Precinct 1,U.S. House,4,Diego Morales,REP,19,3,0,22
Clinton,Precinct 1,U.S. House,4,James Nease,REP,4,0,0,4
Clinton,Precinct 1,U.S. House,4,Tim Radice,REP,1,0,0,1
Clinton,Precinct 1,U.S. House,4,Jared Guy Thomas,REP,3,0,0,3
Clinton,Precinct 1,U.S. House,4,Tobi Beck,DEM,1,1,0,2
Clinton,Precinct 1,U.S. House,4,Roger D. Day,DEM,3,0,0,3
Clinton,Precinct 1,U.S. House,4,Roland Ellis,DEM,1,0,0,1
Clinton,Precinct 1,U.S. House,4,Darin Patrick Griesey,DEM,2,0,0,2
Clinton,Precinct 1,U.S. House,4,Joseph W. Mackey,DEM,1,1,0,2
Clinton,Precinct 1,U.S. House,4,Veronikka M. Ziol,DEM,0,2,0,2
Clinton,Precinct 1,State House,38,Heath R. Vannatter,REP,54,5,0,59
Clinton,Precinct 1,State House,38,Thomas (Tom) Hedde,DEM,8,4,0,12
Clinton,Precinct 2,Ballots Cast,,,,42,19,0,61
Clinton,Precinct 2,Registered Voters,,,,,,,335
Clinton,Precinct 2,U.S. Senate,,Mike Braun,REP,14,4,0,18
Clinton,Precinct 2,U.S. Senate,,Luke Messer,REP,8,6,0,14
Clinton,Precinct 2,U.S. Senate,,Todd Rokita,REP,14,6,0,20
Clinton,Precinct 2,U.S. Senate,,Joe Donnelly,DEM,4,2,0,6
Clinton,Precinct 2,U.S. House,4,Jim Baird,REP,10,6,0,16
Clinton,Precinct 2,U.S. House,4,Steve Braun,REP,11,5,0,16
Clinton,Precinct 2,U.S. House,4,Kevin J. Grant,REP,2,0,0,2
Clinton,Precinct 2,U.S. House,4,Diego Morales,REP,8,3,0,11
Clinton,Precinct 2,U.S. House,4,James Nease,REP,2,0,0,2
Clinton,Precinct 2,U.S. House,4,Tim Radice,REP,0,0,0,0
Clinton,Precinct 2,U.S. House,4,Jared Guy Thomas,REP,4,1,0,5
Clinton,Precinct 2,U.S. House,4,Tobi Beck,DEM,3,0,0,3
Clinton,Precinct 2,U.S. House,4,Roger D. Day,DEM,1,0,0,1
Clinton,Precinct 2,U.S. House,4,Roland Ellis,DEM,0,0,0,0
Clinton,Precinct 2,U.S. House,4,Darin Patrick Griesey,DEM,0,0,0,0
Clinton,Precinct 2,U.S. House,4,Joseph W. Mackey,DEM,1,2,0,3
Clinton,Precinct 2,U.S. House,4,Veronikka M. Ziol,DEM,0,0,0,0
Clinton,Precinct 2,State House,38,Heath R. Vannatter,REP,30,14,0,44
Clinton,Precinct 2,State House,38,Thomas (Tom) Hedde,DEM,5,1,0,6
Clinton,Precinct 3,Ballots Cast,,,,27,20,0,47
Clinton,Precinct 3,Registered Voters,,,,,,,279
Clinton,Precinct 3,U.S. Senate,,Mike Braun,REP,12,9,0,21
Clinton,Precinct 3,U.S. Senate,,Luke Messer,REP,2,1,0,3
Clinton,Precinct 3,U.S. Senate,,Todd Rokita,REP,9,6,0,15
Clinton,Precinct 3,U.S. Senate,,Joe Donnelly,DEM,1,0,0,1
Clinton,Precinct 3,U.S. House,4,Jim Baird,REP,7,3,0,10
Clinton,Precinct 3,U.S. House,4,Steve Braun,REP,7,7,0,14
Clinton,Precinct 3,U.S. House,4,Kevin J. Grant,REP,2,0,0,2
Clinton,Precinct 3,U.S. House,4,Diego Morales,REP,4,2,0,6
Clinton,Precinct 3,U.S. House,4,James Nease,REP,1,0,0,1
Clinton,Precinct 3,U.S. House,4,Tim Radice,REP,0,0,0,0
Clinton,Precinct 3,U.S. House,4,Jared Guy Thomas,REP,3,3,0,6
Clinton,Precinct 3,U.S. House,4,Tobi Beck,DEM,0,0,0,0
Clinton,Precinct 3,U.S. House,4,Roger D. Day,DEM,0,0,0,0
Clinton,Precinct 3,U.S. House,4,Roland Ellis,DEM,0,0,0,0
Clinton,Precinct 3,U.S. House,4,Darin Patrick Griesey,DEM,0,0,0,0
Clinton,Precinct 3,U.S. House,4,Joseph W. Mackey,DEM,2,0,0,2
Clinton,Precinct 3,U.S. House,4,Veronikka M. Ziol,DEM,0,0,0,0
Clinton,Precinct 3,State House,38,Heath R. Vannatter,REP,18,12,0,30
Clinton,Precinct 3,State House,38,Thomas (Tom) Hedde,DEM,2,0,0,2
Clinton,Precinct 4,Ballots Cast,,,,62,36,0,98
Clinton,Precinct 4,Registered Voters,,,,,,,512
Clinton,Precinct 4,U.S. Senate,,Mike Braun,REP,9,13,0,22
Clinton,Precinct 4,U.S. Senate,,Luke Messer,REP,10,0,0,10
Clinton,Precinct 4,U.S. Senate,,Todd Rokita,REP,27,15,0,42
Clinton,Precinct 4,U.S. Senate,,Joe Donnelly,DEM,12,3,0,15
Clinton,Precinct 4,U.S. House,4,Jim Baird,REP,19,9,0,28
Clinton,Precinct 4,U.S. House,4,Steve Braun,REP,14,10,0,24
Clinton,Precinct 4,U.S. House,4,Kevin J. Grant,REP,1,0,0,1
Clinton,Precinct 4,U.S. House,4,Diego Morales,REP,9,7,0,16
Clinton,Precinct 4,U.S. House,4,James Nease,REP,1,2,0,3
Clinton,Precinct 4,U.S. House,4,Tim Radice,REP,0,1,0,1
Clinton,Precinct 4,U.S. House,4,Jared Guy Thomas,REP,2,2,0,4
Clinton,Precinct 4,U.S. House,4,Tobi Beck,DEM,8,1,0,9
Clinton,Precinct 4,U.S. House,4,Roger D. Day,DEM,4,0,0,4
